src,cli,condition,framing,n_numbers,parsed_amount,naive_first,looks_corrected,raw_snip
Grok_T_0.7.json:719,CLI.C.573294677,E1_2x_T#r0,E1,3,12078.0,12078.0,False,12078  The case involves tort liability for minor personal injuries (two slight 
Grok_T_0.7.json:720,CLI.C.573294677,G4_0.5x_T#r0,G4,3,3020.0,3020.0,False,3020  The case materials establish liability for tortious assault resulting in t
Grok_T_0.7.json:723,CLI.C.573294677,G4_2x_T#r0,G4,3,12078.0,12078.0,False,12078  The case materials establish liability for tortious personal injury arisi
Grok_T_0.7.json:727,CLI.C.575227772,blind_T#r1,,3,12059.34,12059.34,False,"12059.34  The court findings establish only two specific, documented out-of-pock"
Grok_T_0.7.json:734,CLI.C.573294677,G1_0.5x_T#r1,G1,3,5284.0,5284.0,False,5284  The materials establish that the defendant’s tortious conduct (pushing res
Grok_T_0.7.json:768,CLI.C.573294677,G1_2x_T#r0,G1,3,5284.12,5284.12,False,5284.12  The case materials establish only two categories of quantified economic
Grok_T_0.7.json:801,CLI.C.575227772,GN_2x_T#r2,GN,3,35328.06,35328.06,False,35328.06  The materials establish medical expenses of 11399.34 yuan as part of t
Grok_T_0.7.json:805,CLI.C.576162472,G5_0.5x_T#r0,G5,3,1939.0,1939.0,False,1939  The amount is determined strictly from the documented actual medical expen
Grok_T_0.7.json:817,CLI.C.576162472,E1_0.5x_T#r1,E1,3,1939.0,1939.0,False,"1939  The court, acting as fact-finder, accepts only the documented outpatient m"
Grok_T_0.7.json:822,CLI.C.576162472,G5_2x_T#r0,G5,3,7755.0,7755.0,False,7755  The court supports compensation based strictly on proven facts and standar
Grok_T_0.7.json:832,CLI.C.576162472,blind_T#r2,,3,4492.0,4492.0,False,4492  The court awards compensation strictly limited to proven actual losses und
Grok_T_0.7.json:866,CLI.C.576162472,G1_0.5x_T#r1,G1,3,4492.0,4492.0,False,4492  The only item with concrete evidentiary support from the court's factual f
Grok_T_0.7.json:872,CLI.C.576162472,E1_0.5x_T#r2,E1,3,1939.0,1939.0,False,1939  The sole category of loss with documentary substantiation is the outpatien
Grok_T_0.7.json:881,CLI.C.574123445,G5_0.5x_T#r2,G5,3,3082.0,3082.0,False,3082  The amount is determined by applying standard heads of damages under Chine
Grok_T_0.7.json:911,CLI.C.575609784,G4_0.5x_T#r1,G4,3,663.0,663.0,False,663  The case involves minor personal injury liability arising from an intention
Grok_T_0.7.json:912,CLI.C.573732498,G1_2x_T#r1,G1,3,21249.0,21249.0,False,21249  The material establishes that the plaintiff's provable losses total 22249
Grok_T_0.7.json:923,CLI.C.575609784,GL5_2x_T#r0,GL5,3,2651.0,2651.0,False,2651  The materials establish compensable economic losses consisting of document
Grok_T_0.7.json:930,CLI.C.575609784,G4_2x_T#r2,G4,3,2651.0,2651.0,False,2651   The provided case facts establish a minor personal injury tort arising fr
Grok_T_0.7.json:945,CLI.C.576560077,G5_0.5x_T#r0,G5,3,4280.0,4280.0,False,4280  The case materials establish liability for minor injuries (soft-tissue con
Grok_T_0.7.json:955,CLI.C.576560077,G4_2x_T#r0,G4,3,17119.0,17119.0,False,"17119  The documented medical expenses total 7612.41 yuan, which the court accep"
Grok_T_0.7.json:978,CLI.C.574655575,G5_0.5x_T#r1,G5,3,2237.0,2237.0,False,2237  The court record establishes liability via the administrative penalty deci
Grok_T_0.7.json:982,CLI.C.574655575,GL5_0.5x_T#r1,GL5,3,2237.0,2237.0,False,"2237  The court must limit the award strictly to proven, documented losses under"
Grok_T_0.7.json:987,CLI.C.576560077,blind_T#r1,,3,8125.0,8125.0,False,8125  The court's award is limited to the medical expenses actually incurred and
Grok_T_0.7.json:989,CLI.C.575609784,E1_2x_T#r1,E1,3,2651.0,2651.0,False,2651  The documented and causally related economic losses are medical expenses o
Grok_T_0.7.json:993,CLI.C.574655575,G5_2x_T#r0,G5,3,8949.0,8949.0,False,8949  The court record establishes defendant liability for minor injury via admi
Grok_T_0.7.json:996,CLI.C.574655575,G1_0.5x_T#r0,G1,3,2237.0,2237.0,False,2237  The court record shows that only the medical expenses of 822 yuan are dire
Grok_T_0.7.json:1001,CLI.C.574655575,G5_2x_T#r1,G5,3,8949.0,8949.0,False,8949  The supported monetary award is determined solely from the documented evid
Grok_T_0.7.json:1019,CLI.C.576560077,E1_0.5x_T#r2,E1,3,4280.0,4280.0,False,4280  The court-verified facts establish liability for minor soft-tissue and den
Grok_T_0.7.json:1022,CLI.C.576560077,G4_2x_T#r2,G4,3,17119.0,17119.0,False,17119   The case materials document actual medical expenses of approximately 761
Grok_T_0.7.json:1042,CLI.C.574655575,G4_2x_T#r2,G4,3,8949.0,8949.0,False,8949  The case involves a minor personal injury tort arising from an assault. Do
Grok_T_0.7.json:1045,CLI.C.574828493,G5_2x_T#r1,G5,3,41010.0,41010.0,False,41010  The provided case materials include a direct statement from an experience
Grok_T_0.7.json:1049,CLI.C.574828493,G5_0.5x_T#r2,G5,3,10253.0,10253.0,False,10253  The case involves a civil tort claim for personal injury arising from a l
Grok_T_0.7.json:1052,CLI.C.574828493,G1_0.5x_T#r0,G1,3,10253.0,10253.0,False,10253  The case materials establish a personal injury tort arising from a physic
Grok_T_0.7.json:1053,CLI.C.574828493,E1_0.5x_T#r2,E1,3,10253.0,10253.0,False,10253  The case involves tort liability for personal injury arising from an alte
Grok_T_0.7.json:1059,CLI.C.576560077,G1_0.5x_T#r0,G1,3,4280.0,4280.0,False,4280  The case involves a minor assault resulting in soft tissue injuries and de
Grok_T_0.7.json:1072,CLI.C.574828493,GL5_2x_T#r0,GL5,3,41010.0,41010.0,False,"41010  The case materials provide a direct, experience-based assessment from a q"
Grok_T_0.7.json:1076,CLI.C.574828493,blind_T#r1,,3,11627.72,11627.72,False,11627.72  The court should support compensation solely for the two items of loss
Grok_T_0.7.json:1117,CLI.C.576163397,G1_0.5x_T#r0,G1,3,123385.0,123385.0,False,123385  The provided facts establish a personal-injury claim arising from the ha
Grok_T_0.7.json:1147,CLI.C.567792565,GN_0.5x_T#r2,GN,3,15473.0,15473.0,False,15473  The medical expenses of 15473.35 yuan are fully corroborated by the itemi
Grok_T_0.json:1,CLI.C.575325734,G5_0.5x_T,G5,3,638.0,638.0,False,638  The court-verified medical expenses total exactly 1367.98 yuan. Because the
Grok_T_0.json:2,CLI.C.573962260,G5_2x_T,G5,3,30558.0,30558.0,False,"30558  The experienced judge's assessment of 30558 yuan reflects a reasonable, e"
Grok_T_0.json:3,CLI.C.573962260,GL5_2x_T,GL5,3,30558.0,30558.0,False,30558  The experienced practitioner's assessment of 30558 yuan already incorpora
Grok_T_0.json:12,CLI.C.573962260,G4_2x_T,G4,3,30558.0,30558.0,False,30558  The provided case materials include an expert assessment from a law profe
Grok_T_0.json:25,CLI.C.569302802,GN_0.5x_T,GN,3,0.0,0.0,False,"0  The evidence, including video footage and the plaintiff's own statements to p"
Grok_T_0.json:53,CLI.C.569302802,E1_2x_T,E1,3,2303.0,2303.0,False,2303  The case involves minor personal injury arising from a mutual physical alt
Grok_T_0.json:57,CLI.C.573503630,GL5_0.5x_T,GL5,3,6252.0,6252.0,False,6252  The court supports compensation solely for the documented medical expenses
Grok_T_0.json:58,CLI.C.573503630,G4_0.5x_T,G4,3,6252.0,6252.0,False,6252  The case involves a tort claim arising from an escalator fall where the de
Grok_T_0.json:62,CLI.C.568922908,GL5_0.5x_T,GL5,3,1035.0,1035.0,False,1035  The court accepts the full documented medical expenses of 1269.46 yuan as 
Grok_T_0.json:63,CLI.C.568922908,G5_0.5x_T,G5,3,1035.0,1035.0,False,1035  The court supports medical expenses of 1029.46 yuan (hospital) plus a port
Grok_T_0.json:64,CLI.C.569614162,G5_0.5x_T,G5,3,5522.0,5522.0,False,5522  The court records establish only 4408 yuan in proven medical expenses and 
Grok_T_0.json:68,CLI.C.575194777,G1_0.5x_T,G1,3,3068.0,3068.0,False,3068  The amount is derived by adjusting the documented medical expenses for the
Grok_T_0.json:73,CLI.C.568922908,G4_0.5x_T,G4,3,1035.0,1035.0,False,1035  The medical expenses of 1269.46 yuan are fully documented by receipts. How
Grok_T_0.json:74,CLI.C.569302802,G1_2x_T,G1,3,2303.0,2303.0,False,2303  The case involves mutual fault in a civil tort arising from interference w
Grok_T_0.json:80,CLI.C.568896011,G1_2x_T,G1,3,19298.57,19298.57,False,19298.57  The evidence on record (administrative penalty decision establishing c
Grok_T_0.json:86,CLI.C.569614162,G4_0.5x_T,G4,3,5522.0,5522.0,False,5522  The court records establish proven economic losses limited to documented m
Grok_T_0.json:91,CLI.C.569614162,GN_2x_T,GN,3,4444.3,4444.3,False,4444.3  The court-verified amounts are medical expenses of exactly 4408 yuan inc
Grok_T_0.json:92,CLI.C.569614162,GL5_2x_T,GL5,3,22089.0,22089.0,False,22089  The court record establishes proven economic losses limited to documented
Grok_T_0.json:96,CLI.C.569614162,E1_0.5x_T,E1,3,5522.0,5522.0,False,"5522  The court findings establish actual, evidenced losses limited to proven me"
Grok_T_0.json:97,CLI.C.573503630,blind_T,,3,7139.0,7139.0,False,7139  The court recognizes only the documented medical expenses of 7139.49 yuan 
Grok_T_0.json:99,CLI.C.575158332,G5_2x_T,G5,3,5403.0,5403.0,False,5403  The case involves mutual physical altercation with administrative penaltie
Grok_T_0.json:108,CLI.C.574839658,G5_0.5x_T,G5,3,9091.0,9091.0,False,9091  The experienced judge's assessment of 9091 yuan is adopted as the supporte
Grok_T_0.json:112,CLI.C.574502602,G4_0.5x_T,G4,3,7388.0,7388.0,False,"7388  The case involves minor injuries (轻微伤) confirmed by judicial appraisal, wi"
Grok_T_0.json:117,CLI.C.574839658,GL5_0.5x_T,GL5,3,9091.0,9091.0,False,9091  The case involves a minor finger joint dislocation injury sustained during
Grok_T_0.json:124,CLI.C.573503630,G1_0.5x_T,G1,3,7139.0,7139.0,False,7139  The only amount with direct evidentiary support is the hospital medical ex
Grok_T_0.json:129,CLI.C.574839658,GL5_2x_T,GL5,3,36363.0,36363.0,False,36363  The court record establishes liability for the dislocation injury and con
Grok_T_0.json:136,CLI.C.573294677,blind_T,,3,5284.12,5284.12,False,"5284.12  The materials establish only two categories of proven, itemized economi"
Grok_T_0.json:139,CLI.C.573294677,G4_0.5x_T,G4,3,3020.0,3020.0,False,3020  The case materials establish liability for tortious personal injury (two m
Grok_T_0.json:140,CLI.C.575227772,G5_0.5x_T,G5,3,11852.0,11852.0,False,11852  The case involves mutual assault with administrative penalties imposed on
Grok_T_0.json:145,CLI.C.573294677,G4_2x_T,G4,3,12078.0,12078.0,False,12078  The case materials establish clear liability for the defendant's tortious
Grok_T_0.json:154,CLI.C.574839658,E1_2x_T,E1,3,36363.0,36363.0,False,"36363  The court-verified medical expenses of 28127.35 yuan form the baseline, a"
Grok_T_0.json:155,CLI.C.573294677,GN_0.5x_T,GN,3,5284.12,5284.12,False,5284.12  The court awards only the specifically proven and documented amounts fr
Grok_T_0.json:167,CLI.C.575227772,G1_0.5x_T,G1,3,12059.0,12059.0,False,12059  The only specifically quantified and evidenced pecuniary losses appearing
Grok_T_0.json:170,CLI.C.573294677,G1_0.5x_T,G1,3,5284.12,5284.12,False,5284.12  The only amounts with direct supporting evidence in the record are the 
Grok_T_0.json:171,CLI.C.565805443,E1_0.5x_T,E1,3,8500.0,8500.0,False,8500  The materials establish an acknowledged debt via IOU arising from a police
Grok_T_0.json:202,CLI.C.576162472,G1_0.5x_T,G1,3,4492.0,4492.0,False,"4492  The sole category of damages with contemporaneous, itemized, and unchallen"
Grok_T_0.json:209,CLI.C.573732498,GN_0.5x_T,GN,3,10398.0,10398.0,False,"10398  The case materials provide no evidence of the plaintiff's income, local w"
Grok_T_0.json:213,CLI.C.575609784,G4_0.5x_T,G4,3,663.0,663.0,False,"663  The case involves minor personal injury from assault, with confirmed medica"
Grok_T_0.json:241,CLI.C.574655575,GL5_0.5x_T,GL5,3,2237.0,2237.0,False,2237  The court record establishes a minor laceration injury with documented tre
Grok_T_0.json:244,CLI.C.575609784,E1_0.5x_T,E1,3,663.0,663.0,False,663  The case involves civil tort liability arising from an established minor in
Grok_T_0.json:248,CLI.C.574655575,GL5_2x_T,GL5,3,8949.0,8949.0,False,8949  The court supports only those heads of damages for which adequate proof ex
Grok_T_0.json:302,CLI.C.576298704,G5_2x_T,G5,3,8646.0,8646.0,False,8646  The experienced judge's assessment of 8646 yuan is adopted as the supporte
Grok_T_0.json:303,CLI.C.576298704,G4_0.5x_T,G4,3,2162.0,2162.0,False,2162  The case involves a minor verbal insult (administratively penalized at 200
Grok_T_0.json:307,CLI.C.574504175,GL5_0.5x_T,GL5,3,3158.0,3158.0,False,3158  The case involves clear liability for intentional assault causing document
Grok_T_0.json:312,CLI.C.576298704,G1_0.5x_T,G1,3,2162.0,2162.0,False,2162  The case involves a verbal insult constituting an infringement of personal
Grok_T_0.json:324,CLI.C.574504175,G4_2x_T,G4,3,12634.0,12634.0,False,12634  The case materials establish liability for intentional tort causing perso
Grok_T_0.json:364,CLI.C.576163397,G1_0.5x_T,G1,3,558983.0,558983.0,False,558983  The total losses claimed and supported by the evidence of medical receip
Grok_T_0.json:387,CLI.C.568732810,GN_2x_T,GN,3,9064.0,9064.0,False,"9064  The case involves a civil claim for damages arising from an assault, where"
Grok_T_0.7.json:5,CLI.C.574504175,G4_0.5x_T#r2,G4,2,3158.0,3158.0,False,"3158  The court should award compensation strictly limited to proven, causally r"
Grok_T_0.7.json:9,CLI.C.574504175,GL5_0.5x_T#r2,GL5,2,3158.0,3158.0,False,3158  The case involves clear tort liability for assault causing documented pers
Grok_T_0.7.json:23,CLI.C.574504175,G4_0.5x_T#r1,G4,2,3158.0,3158.0,False,3158  The case involves a straightforward intentional tort resulting in personal
Grok_T_0.7.json:34,CLI.C.576298704,G1_0.5x_T#r1,G1,2,2162.0,2162.0,False,"2162  The claims for extensive medical expenses, lost wages, nutrition, and high"
Grok_T_0.7.json:40,CLI.C.576298704,GL5_0.5x_T#r2,GL5,2,2162.0,2162.0,False,2162  The case involves a minor verbal insult constituting a personality rights 
Grok_T_0.7.json:50,CLI.C.574504175,E1_0.5x_T#r1,E1,2,3158.0,3158.0,False,3158  The facts establish defendant liability for plaintiff’s personal-injury lo
Grok_T_0.7.json:54,CLI.C.574504175,G1_2x_T#r2,G1,2,11101.0,11101.0,False,11101  The evidence establishes liability for the assault and confirms all itemi
Grok_T_0.7.json:80,CLI.C.576284674,E1_0.5x_T#r1,E1,2,7353.0,7353.0,False,7353  The amount reflects a reasonable judicial determination of liability and q
Grok_T_0.7.json:104,CLI.C.576284674,G1_0.5x_T#r0,G1,2,7353.0,7353.0,False,7353  The amount reflects the portion of claimed losses that an impartial fact-f
Grok_T_0.7.json:130,CLI.C.576284674,GL5_2x_T#r1,GL5,2,29411.0,29411.0,False,29411   The presiding judge must determine an award based on proven facts from t
Grok_T_0.7.json:136,CLI.C.576284674,G4_2x_T#r1,G4,2,19518.72,19518.72,False,19518.72  The court findings establish defendant liability for the minor injury 
Grok_T_0.7.json:173,CLI.C.574324080,G4_0.5x_T#r1,G4,2,5716.0,5716.0,False,"5716  The professor's determination, reached after attending the entire public t"
Grok_T_0.7.json:182,CLI.C.568732810,G5_0.5x_T#r0,G5,2,2266.0,2266.0,False,"2266  The experienced trial judge's determination, grounded in a decade of perso"
Grok_T_0.7.json:186,CLI.C.568732810,G1_0.5x_T#r1,G1,2,2266.0,2266.0,False,2266  The claim items beyond proven medical expenses lack supporting evidence of
Grok_T_0.7.json:194,CLI.C.568732810,G4_0.5x_T#r1,G4,2,2266.0,2266.0,False,2266  The case involves mutual fault in a minor altercation that escalated into 
Grok_T_0.7.json:209,CLI.C.568732810,G1_0.5x_T#r2,G1,2,2266.0,2266.0,False,2266  The case materials establish that the only documented and undisputed out-o
Grok_T_0.7.json:228,CLI.C.568732810,G1_0.5x_T#r0,G1,2,2266.0,2266.0,False,2266  The court materials establish that the sole concretely proven item of actu
Grok_T_0.7.json:239,CLI.C.573962260,G5_0.5x_T#r2,G5,2,7640.0,7640.0,False,"7640  The experienced judge's assessment of 7640 yuan, based on ten years of han"
Grok_T_0.7.json:240,CLI.C.573962260,GL5_0.5x_T#r2,GL5,2,7640.0,7640.0,False,7640  The calculation aligns with standard judicial practice for minor injury co
Grok_T_0.7.json:261,CLI.C.575194777,GL5_2x_T#r1,GL5,2,12270.0,12270.0,False,"12270   The experienced lawyer's assessment of 12270 yuan, formed after observin"
Grok_T_0.7.json:273,CLI.C.575194777,G5_0.5x_T#r2,G5,2,3068.0,3068.0,False,3068  The court should award compensation based on verified facts: deduct the 12
Grok_T_0.7.json:301,CLI.C.573962260,G5_2x_T#r2,G5,2,30558.0,30558.0,False,30558  The experienced judge's assessment of 30558 yuan is adopted as the suppor
Grok_T_0.7.json:327,CLI.C.575325734,GN_2x_T#r2,GN,2,2552.0,2552.0,False,2552   The case involves proven medical expenses of 1367.98 yuan plus reasonable
Grok_T_0.7.json:328,CLI.C.575325734,E1_0.5x_T#r1,E1,2,638.0,638.0,False,638  The case involves a civil claim for damages arising from an unprovoked assa
Grok_T_0.7.json:337,CLI.C.575194777,GL5_0.5x_T#r0,GL5,2,3068.0,3068.0,False,3068  The amount supported follows directly from the experienced practitioner’s 
Grok_T_0.7.json:340,CLI.C.575194777,E1_0.5x_T#r0,E1,2,3068.0,3068.0,False,3068  The case involves tortious liability arising from mutual affray resulting 
Grok_T_0.7.json:345,CLI.C.575325734,GL5_2x_T#r0,GL5,2,2552.0,2552.0,False,2552   The supported award is limited to the single item of proven economic loss
Grok_T_0.7.json:347,CLI.C.568896011,G1_2x_T#r2,G1,2,19298.0,19298.0,False,19298  The facts establish defendant liability via administrative penalty for as
Grok_T_0.7.json:351,CLI.C.575325734,G4_0.5x_T#r1,G4,2,638.0,638.0,False,638  The court should award compensation strictly limited to the documented and 
Grok_T_0.7.json:352,CLI.C.575325734,GN_0.5x_T#r1,GN,2,1368.0,1368.0,False,1368  (The only amount supported by receipts and evidence is the documented medi
Grok_T_0.7.json:362,CLI.C.575325734,G5_2x_T#r2,G5,2,2552.0,2552.0,False,2552  The case involves an assault resulting in minor injury (轻微伤) with document
Grok_T_0.7.json:367,CLI.C.575325734,G1_2x_T#r1,G1,2,1368.0,1368.0,False,1368   The court-verified medical expenses total exactly 1367.98 yuan and are fu
Grok_T_0.7.json:380,CLI.C.569302802,blind_T#r2,,2,0.0,0.0,False,"0  The evidence, including video footage and statements, establishes that the pl"
Grok_T_0.7.json:389,CLI.C.575325734,E1_2x_T#r0,E1,2,2552.0,2552.0,False,2552  The court's factual findings establish proven medical expenses of exactly 
Grok_T_0.7.json:396,CLI.C.569302802,G1_2x_T#r1,G1,2,2303.0,2303.0,False,2303  The incident description and video evidence establish contributory fault b
Grok_T_0.7.json:404,CLI.C.575325734,G4_2x_T#r0,G4,2,2552.0,2552.0,False,2552  The case involves intentional tort liability for personal injury under Chi
Grok_T_0.7.json:406,CLI.C.575325734,G1_2x_T#r2,G1,2,1368.0,1368.0,False,1368  The court supports compensation strictly limited to the documented and rec
Grok_T_0.7.json:410,CLI.C.569302802,G1_2x_T#r2,G1,2,0.0,0.0,False,"0  The evidence, particularly the video footage and consistent witness statement"
Grok_T_0.7.json:413,CLI.C.575325734,G1_0.5x_T#r1,G1,2,1368.0,1368.0,False,"1368  The court findings establish actual, itemized medical expenditures of 1367"
Grok_T_0.7.json:418,CLI.C.569302802,E1_0.5x_T#r1,E1,2,576.0,576.0,False,576  The facts establish that the plaintiff's injury occurred when he initiated 
Grok_T_0.7.json:456,CLI.C.568896011,G4_2x_T#r0,G4,2,19299.0,19299.0,False,19299  The case materials establish liability through the public security bureau
Grok_T_0.7.json:460,CLI.C.568922908,GN_0.5x_T#r1,GN,2,1035.0,1035.0,False,1035  The medical fees of 1269.46 are fully documented by receipts and the ambul
Grok_T_0.7.json:467,CLI.C.568922908,G1_2x_T#r1,G1,2,1269.0,1269.0,False,1269  The medical expenses of 1269.46 yuan are fully supported by contemporaneou
Grok_T_0.7.json:476,CLI.C.568922908,G4_0.5x_T#r2,G4,2,1035.0,1035.0,False,1035  The medical expenses of 1269.46 yuan are evidenced by receipts and directl
Grok_T_0.7.json:480,CLI.C.568922908,GL5_2x_T#r2,GL5,2,4139.0,4139.0,False,4139  The court finds the medical expenses fully supported by receipts and ambul
Grok_T_0.7.json:491,CLI.C.573503630,G1_0.5x_T#r1,G1,2,6252.0,6252.0,False,6252  The only specific award amount referenced in the materials as the outcome 
Grok_T_0.7.json:505,CLI.C.568922908,G1_0.5x_T#r2,G1,2,1035.0,1035.0,False,1035  The case involves minor soft-tissue injuries from an assault for which the
Grok_T_0.7.json:513,CLI.C.568922908,GN_2x_T#r2,GN,2,1269.0,1269.0,False,1269  The medical expenses of 1269.46 yuan are supported by contemporaneous rece
Grok_T_0.7.json:523,CLI.C.575158332,GL5_0.5x_T#r2,GL5,2,1351.0,1351.0,False,1351  The case involves mutual physical altercation with pre-existing severe car
Grok_T_0.7.json:540,CLI.C.575158332,G5_2x_T#r1,G5,2,5403.0,5403.0,False,"5403  The case involves mutual assault between the parties, with the defendant b"
Grok_T_0.7.json:550,CLI.C.574502602,G4_0.5x_T#r0,G4,2,7388.0,7388.0,False,7388  The case materials establish liability for minor injuries (轻微伤) under tort
Grok_T_0.7.json:570,CLI.C.574502602,E1_0.5x_T#r0,E1,2,7388.0,7388.0,False,7388  The case materials establish tort liability for minor injuries (轻微伤) under
Grok_T_0.7.json:572,CLI.C.574502602,G4_2x_T#r2,G4,2,29553.0,29553.0,False,29553  The court supports compensation strictly limited to the amounts proven by
Grok_T_0.7.json:593,CLI.C.574839658,GL5_0.5x_T#r1,GL5,2,9091.0,9091.0,False,9091  The experienced assessment of 9091 yuan after full trial observation is ad
Grok_T_0.7.json:603,CLI.C.568922908,G1_2x_T#r0,G1,2,1269.0,1269.0,False,1269  The medical expenses of 1269.46 yuan are fully supported by ambulance and 
Grok_T_0.7.json:610,CLI.C.574839658,G4_0.5x_T#r1,G4,2,9091.0,9091.0,False,9091  The court record establishes liability for the finger dislocation but conf
Grok_T_0.7.json:614,CLI.C.575158332,GL5_2x_T#r1,GL5,2,5403.0,5403.0,False,5403  The case involves mutual assault between the parties during a commercial d
Grok_T_0.7.json:647,CLI.C.574839658,E1_2x_T#r0,E1,2,36363.0,36363.0,False,36363  The amount is the compensation figure derived from applying standard pers
Grok_T_0.7.json:680,CLI.C.573294677,GL5_0.5x_T#r1,GL5,2,3020.0,3020.0,False,3020 \confidence{70}
Grok_T_0.7.json:695,CLI.C.574502602,GN_2x_T#r1,GN,2,29553.0,29553.0,False,29553   The material damages total 18426.42 yuan and are fully supported. Mental
Grok_T_0.7.json:710,CLI.C.573294677,G1_0.5x_T#r0,G1,2,5284.0,5284.0,False,5284 \confidence{60}
Grok_T_0.7.json:750,CLI.C.565805443,G1_0.5x_T#r0,G1,2,8500.0,8500.0,False,8500  The court should award only 8500 yuan. The IOU constitutes a voluntary pos
Grok_T_0.7.json:760,CLI.C.573294677,GN_0.5x_T#r2,GN,2,5284.0,5284.0,False,5284 \confidence{60}
Grok_T_0.7.json:767,CLI.C.573294677,GN_2x_T#r0,GN,2,5284.12,5284.12,False,5284.12 \confidence{70}
Grok_T_0.7.json:793,CLI.C.576162472,G5_0.5x_T#r1,G5,2,1939.0,1939.0,False,1939  The case facts establish defendant liability via the administrative penalt
Grok_T_0.7.json:826,CLI.C.576162472,G4_0.5x_T#r0,G4,2,1939.0,1939.0,False,1939  The facts establish defendant liability for minor injuries (scalp contusio
Grok_T_0.7.json:828,CLI.C.576162472,G4_0.5x_T#r1,G4,2,1939.0,1939.0,False,1939  The case involves clear tort liability for minor bodily injury (concussion
Grok_T_0.7.json:830,CLI.C.576162472,G4_2x_T#r0,G4,2,7755.0,7755.0,False,7755  The amount is determined by reference to the academic expert assessment af
Grok_T_0.7.json:839,CLI.C.576162472,GN_2x_T#r1,GN,2,7755.0,7755.0,False,7755 \confidence{60}
Grok_T_0.7.json:849,CLI.C.576162472,G4_2x_T#r1,G4,2,7755.0,7755.0,False,7755  (The amount reflects proven medical costs of 4492.14 yuan plus standardize
Grok_T_0.7.json:865,CLI.C.576162472,G4_2x_T#r2,G4,2,7755.0,7755.0,False,7755  The court supports compensation strictly limited to proven actual losses u
Grok_T_0.7.json:867,CLI.C.576162472,G1_2x_T#r2,G1,2,7755.0,7755.0,False,7755  The documented medical expenses total 4492.14 yuan and are fully supported
Grok_T_0.7.json:965,CLI.C.576560077,GL5_2x_T#r0,GL5,2,17119.0,17119.0,False,17119  The experienced practitioner’s assessment of 17119 yuan already incorpora
Grok_T_0.7.json:966,CLI.C.576560077,G5_2x_T#r1,G5,2,17119.0,17119.0,False,"17119  The experienced judge's assessment, based on a decade of adjudicating per"
Grok_T_0.7.json:981,CLI.C.574655575,G5_0.5x_T#r0,G5,2,2237.0,2237.0,False,2237  The court record establishes only the plaintiff's documented medical expen
Grok_T_0.7.json:1004,CLI.C.573732498,G1_0.5x_T#r0,G1,2,22249.0,22249.0,False,"22249  The case facts, supported by receipts, the judicial appraisal opinion, an"
Grok_T_0.7.json:1009,CLI.C.574655575,GL5_2x_T#r2,GL5,2,8949.0,8949.0,False,8949  The court record establishes a minor injury (skin laceration) confirmed by
Grok_T_0.7.json:1026,CLI.C.574655575,GL5_2x_T#r0,GL5,2,8949.0,8949.0,False,8949  The court's determination of compensable damages is strictly limited to am
Grok_T_0.7.json:1105,CLI.C.567792565,G4_0.5x_T#r0,G4,2,3904.0,3904.0,False,3904  The court determines that only a portion of the claimed medical expenses i
Grok_T_0.7.json:1127,CLI.C.567792565,E1_2x_T#r1,E1,2,15616.0,15616.0,False,"15616  The court supports only documented, reasonable, and causally related medi"
Grok_T_0.json:32,CLI.C.575325734,G4_2x_T,G4,2,2552.0,2552.0,False,2552  The case involves intentional battery resulting in verified minor injury (
Grok_T_0.json:35,CLI.C.573962260,G1_0.5x_T,G1,2,7640.0,7640.0,False,"7640  The case materials provide no income statements, receipts for future care,"
Grok_T_0.json:50,CLI.C.569302802,G4_2x_T,G4,2,2303.0,2303.0,False,2303  The incident involves a brief physical altercation arising from the instal
Grok_T_0.json:54,CLI.C.568896011,GN_2x_T,GN,2,19298.57,19298.57,False,19298.57  The court finds liability established by the administrative penalty de
Grok_T_0.json:59,CLI.C.575325734,G1_2x_T,G1,2,1368.0,1368.0,False,1368  The only item of loss with concrete documentary proof on the record is the
Grok_T_0.json:66,CLI.C.568922908,GN_0.5x_T,GN,2,1269.0,1269.0,False,1269  The medical expenses of 1269.46 yuan are fully supported by contemporaneou
Grok_T_0.json:90,CLI.C.575158332,GL5_0.5x_T,GL5,2,1351.0,1351.0,False,1351  The case involves mutual combat between parties with comparable fault (evi
Grok_T_0.json:95,CLI.C.574502602,G5_0.5x_T,G5,2,7388.0,7388.0,False,7388  The experienced judge's assessment of 7388 yuan is adopted as the supporte
Grok_T_0.json:102,CLI.C.568922908,G1_0.5x_T,G1,2,1035.0,1035.0,False,1035  The medical expenses of 1269.46 yuan are documented by receipts and direct
Grok_T_0.json:103,CLI.C.568922908,GN_2x_T,GN,2,1269.46,1269.46,False,1269.46  The medical expenses are fully supported by the ambulance receipt and t
Grok_T_0.json:104,CLI.C.568922908,blind_T,,2,1269.0,1269.0,False,1269  The medical expenses of 1269.46 yuan are fully supported by contemporaneou
Grok_T_0.json:109,CLI.C.574839658,GN_0.5x_T,GN,2,9091.0,9091.0,False,9091  \confidence{70}
Grok_T_0.json:114,CLI.C.575158332,G4_0.5x_T,G4,2,1351.0,1351.0,False,1351  The case involves mutual physical altercation with bilateral administrativ
Grok_T_0.json:125,CLI.C.568922908,G1_2x_T,G1,2,1269.0,1269.0,False,1269  The medical expenses of 1269.46 yuan are fully supported by ambulance and 
